10541,292,D,AUSGRID - STH DIST OP,South District Operators,Ausgrid,,3
10535,292,D,AUSGRID - STH OP,South Operator,Ausgrid,,3
10557,293,D,AUSGRID - STH OP,South Operator,Ausgrid,,3
10564,294,D,AUSGRID - SUBS METER,TCA Substations Metering,Ausgrid,,3
10538,292,D,AUSGRID - SW TRAIN,Silverwater Training Centre,Ausgrid,,3
10561,294,D,AUSGRID - TELECTRL,Telecontrol-Facilities-Driver Training,Ausgrid,,3
10548,293,D,AUSGRID - TRANS 1,Transmission 1,Ausgrid,,3
10549,293,D,AUSGRID - TRANS 2,Transmission 2,Ausgrid,,3
10534,292,D,AUSGRID - UNK-TGID,Unknown Talkgroup ID,Ausgrid,,3
10543,292,D,AUSGRID - UNK-TGID,Unknown Talkgroup ID,Ausgrid,,3
10533,292,D,AUSGRID - UNK-TGID,Unknown Talkgroup ID,Ausgrid,,3
10551,293,D,AUSGRID - UNK-TGID,Unknown Talkgroup ID,Ausgrid,,3
10547,293,D,AUSGRID - UNK-TGID,Unknown Talkgroup ID,Ausgrid,,3
10546,293,D,AUSGRID - UNK-TGID,Unknown Talkgroup ID,Ausgrid,,3
10520,291,D,AUSGRID - UTIL 1,Utility 1,Ausgrid,,3
10512,291,D,AUSGRID - UTIL 1,Utility 1,Ausgrid,,3
10521,291,D,AUSGRID - UTIL 2,Utility 2,Ausgrid,,3
20515,502,D,AUSGRID - WALL OH 1,Wallsend Overhead 1,Ausgrid,,3
20519,502,D,AUSGRID - WALL OH 2,Wallsend Overhead 2,Ausgrid,,3
20517,502,D,AUSGRID - WALL SUBS,Wallsend Substations,Ausgrid,,3
20516,502,D,AUSGRID - WALL UG,Wallsend Underground,Ausgrid,,3
10409,28a,D,CSNSW - EXT ESCORTS,External escorts,Corrective Services NSW,,3
10405,28a,D,CSNSW - NC VISITS,NC visits,Corrective Services NSW,,3
10421,28b,D,CSNSW - PROJECTS,Projects,Corrective Services NSW,,3
10414,28a,D,CSNSW - SECURE UNIT,Secure Unit,Corrective Services NSW,,3
